"R_Med_Tests","Units","Min","First_Q","Median","Mean","Third_Q","Max","Total_Data_Points","Num_Outlier","Outlier_Per"
"NON-SQUAMOUS EPITH (UR)","/hpf",NA,NA,NA,NA,NA,NA,0,0,NA
"CBC COMMENTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"KETONES, UA","",NA,NA,NA,NA,NA,NA,0,0,NA
"BENZODIAZEPINES, UR(UDN)","",NA,NA,NA,NA,NA,NA,0,0,NA
"CHEST, 1 VIEW, PORTABLE","",NA,NA,NA,NA,NA,NA,0,0,NA
"URINE INTERVAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"HSV-1 QUAL PCR, SWAB","",NA,NA,NA,NA,NA,NA,0,0,NA
"MAMMS OUTSIDE FILMS","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR CERVICAL SPINE WWO CONTR","",NA,NA,NA,NA,NA,NA,0,0,NA
"INFLUENZA A H1-2009 PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"AMORPH PHOSPH (UR)","/hpf",NA,NA,NA,NA,NA,NA,0,0,NA
"DERMATOPATHOLOGY(WET MNT)","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"ASTCMT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MICROCYTOSIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"EKG DIAGNOSIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"MAMMOGRAPHY, UNILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"MISC REF TEST NAME","",NA,NA,NA,NA,NA,NA,0,0,NA
"VITREOUS","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPATITIS B CORE AB, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"CALCIUM OXALATE CRYS (UR)","/hpf",NA,NA,NA,NA,NA,NA,0,0,NA
"LD COMMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"POLYCHROMASIA","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BRAIN / MRA BRAIN WO & MRA CAROTID WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"TRICHOMONAS (UR)","/hpf",NA,NA,NA,NA,NA,NA,0,0,NA
"HISTOPLASMA YEAST","Titer",NA,NA,NA,NA,NA,NA,0,0,NA
"NM MYOCARD PERF W EJECT FRAC","",NA,NA,NA,NA,NA,NA,0,0,NA
"CHROMOSOME REPORT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR ABDOMEN WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VENOUS DUPLEX LOWER EXTREMITY BILATERAL COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"FA STAIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"DIRECT BILI COMMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"RH TYPE, BLOOD","",NA,NA,NA,NA,NA,NA,0,0,NA
"OPIATES, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CANNABINOID SCREEN, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA DIG MAM SCRN BILAT IMPLANT","",NA,NA,NA,NA,NA,NA,0,0,NA
"BENZODIAZE SCREEN, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT NECK SOFT TISS W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"GENETRAILS SOLID TUMOR PANEL","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA DIG MAMMO SCREEN BILAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PERC PL LO C","",NA,NA,NA,NA,NA,NA,0,0,NA
"DERMATOPATH(CONSULT)","",NA,NA,NA,NA,NA,NA,0,0,NA
"AMORPHOUS CRYSTALS","/hpf",NA,NA,NA,NA,NA,NA,0,0,NA
"MR LUMBAR SPINE WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET SKULL BASE TO MID-THIGHS","",NA,NA,NA,NA,NA,NA,0,0,NA
"TREATMENT UPDATE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BREAST WWO CONTRAST BILAT W/CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABDOMEN W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"LUPUS INHIBITOR EVAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPECIMEN TYPE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT PELVIS W/PRIOR CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"FACTOR X ACTIVITY","U/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"YEAST (UR)","/hpf",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABDOMEN WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"US THY CLINIC, NECK THYROID","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTIBODY 1","",NA,NA,NA,NA,NA,NA,0,0,NA
"A. NIGER","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"REFERRAL LAB NAME","",NA,NA,NA,NA,NA,NA,0,0,NA
"WRIST 3 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CHEST, 1 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"HUMERUS 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"DRAW TIME/DOSE DETAILS","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPATITIS B SURF AG","",NA,NA,NA,NA,NA,NA,0,0,NA
"US THY CLINIC, NECK SOFT TISU","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTABLE VENOUS DUPLEX UPPER EXTREMITY RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"OXYCODONE SCR, UR","",NA,NA,NA,NA,NA,NA,0,0,NA
"ECG IMPRESSION","",NA,NA,NA,NA,NA,NA,0,0,NA
"US ABDOMEN COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"US KIDNEY & BLADDER","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BREAST LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US SOFT TISSUE HEAD & NECK","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM CARD BLD POOL GTD RVG 1VW","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABDOMEN, 1 VIEW (KUB)","",NA,NA,NA,NA,NA,NA,0,0,NA
"HCV RNA, Q PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"COCAINE, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"SOURCE, INF SER/PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"HIV-1, 2 AB/HIV-1 P24 AG SCREEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST, ABDOMEN & PELVIS W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"C. DIFFICILE TOXIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE LUMBOSACRAL 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PELVIS W/ TRANSVAGINAL AND DOPPLER","",NA,NA,NA,NA,NA,NA,0,0,NA
"CTA DUAL PHASE PANCREAS W PELVIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"VIDEO VIEWED","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BX BREAST NEEDLE CORE RT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT SINUSITIS SCREEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"PNEUMOCYSTIS STAIN","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI SPINE LMT W/ PRIOR CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"SOURCE (PARASITOLOGY)","",NA,NA,NA,NA,NA,NA,0,0,NA
"CHLAMYDIA PROBE","",NA,NA,NA,NA,NA,NA,0,0,NA
"US ABS DRAIN RETROPERITONEAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPECIMEN COLLECTED, HELD","",NA,NA,NA,NA,NA,NA,0,0,NA
"ON COUMADIN?","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM TUMOR LOCAL WHOLE BODY","",NA,NA,NA,NA,NA,NA,0,0,NA
"AST COMMENTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABDOMEN, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT HEAD WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT MAX'FACIAL WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"WBC, ADJUSTED","X10 3/uL",NA,NA,NA,NA,NA,NA,0,0,NA
"CBC COMMENT, POC","",NA,NA,NA,NA,NA,NA,0,0,NA
"PELVIS 1 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"CATH CHECK WITH FILM","",NA,NA,NA,NA,NA,NA,0,0,NA
"CORONAVIRUS HKU1 PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"TREATMENT DECISION","",NA,NA,NA,NA,NA,NA,0,0,NA
"NO. OF FETUSES","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT SCREEN SINUS (CORONAL) WO","",NA,NA,NA,NA,NA,NA,0,0,NA
"PLATELET ESTIMATE.........","",NA,NA,NA,NA,NA,NA,0,0,NA
"EPITHELIAL CELLS","",NA,NA,NA,NA,NA,NA,0,0,NA
"RESULT (PARASITOLOGY)","",NA,NA,NA,NA,NA,NA,0,0,NA
"3 VIEW RVG, COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"OVA AND PARASITE EXAM","",NA,NA,NA,NA,NA,NA,0,0,NA
"ARGININOSUCCINIC ACID PL","umol/L",NA,NA,NA,NA,NA,NA,0,0,NA
"TEST REQUESTED","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANKLE, 3 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"BK VIRUS QUANT, BLOOD","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT ABD 1 VW","",NA,NA,NA,NA,NA,NA,0,0,NA
"(THC) MARIJUANA, URINE POC","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CTA CHEST WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"NON-GYN CYTOLOGY","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BREAST WWO CONTRAST LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEPATITIS C AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"QC URINE HCG","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY ABD LTD FEEDING TUBE EVAL PORTABLE","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM CARD BLD POOL GTD 1ST PASS","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE LUMBOSACRAL 3 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR PELVIS WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"TYPE OF FLUID","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPE REVIEWED BY","",NA,NA,NA,NA,NA,NA,0,0,NA
"DOWN'S RISK ASSESSMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT ABDOMEN WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"WBC CLUMPS","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABD ACUTE 3 VIEWS & PA CHEST","",NA,NA,NA,NA,NA,NA,0,0,NA
"RBC MORPHOLOGY","",NA,NA,NA,NA,NA,NA,0,0,NA
"AMPHETAMINE, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"HEMATOPATHOLOGY","",NA,NA,NA,NA,NA,NA,0,0,NA
"HIV-1/HIV2 AB SCREEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"URINE HCG","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM CARD BLD POOL GTD RVG EXER","",NA,NA,NA,NA,NA,NA,0,0,NA
"C. TRACHOMATIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"PLATELET COMMENTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY FNA BREAST LT","",NA,NA,NA,NA,NA,NA,0,0,NA
"EBV PCR QUANT RESULT","Copies/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"US BIOPSY BREAST NEEDLE CORE RT W/ US, GUIDE & CLIP","",NA,NA,NA,NA,NA,NA,0,0,NA
"COCAINE SCREEN, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BRAIN WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"CANNABINOIDS, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"NORNICOTINE, URINE","ng/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"ANISOCYTOSIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"BB HOLD SPECIMEN-NOT PROCESSED","",NA,NA,NA,NA,NA,NA,0,0,NA
"POC-HEMATOCRIT","%",NA,NA,NA,NA,NA,NA,0,0,NA
"US AXILLA RIGHT SOFT TISSUE","",NA,NA,NA,NA,NA,NA,0,0,NA
"PLATELET MORPHOLOGY","",NA,NA,NA,NA,NA,NA,0,0,NA
"BARBITURATES, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERPRETATION","",NA,NA,NA,NA,NA,NA,0,0,NA
"ORGANISM","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT PELVIS W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"AMORPH URATES (UR)","/hpf",NA,NA,NA,NA,NA,NA,0,0,NA
"FEMUR 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BREAST LT PREOP LOCALIZATION W/US, GUIDE & MAMM","",NA,NA,NA,NA,NA,NA,0,0,NA
"HERPES FINAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA MAMMOGRAPHY SCREEN BILAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VENOUS DUPLEX LOWER EXTREMITY LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY HIP 2 VIEWS LEFT W/ PELVIS 1 VIEW","",NA,NA,NA,NA,NA,NA,0,0,NA
"PRELIM FUNGAL ISOL","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE, 2 VIEWS, PORTABLE","",NA,NA,NA,NA,NA,NA,0,0,NA
"CMV QUANTITATIVE, PCR INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"STOOL CULTURE MASTER","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BREAST UNILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"ISTAT SAMPLE TYPE","",NA,NA,NA,NA,NA,NA,0,0,NA
"HAND 1 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"COUMADIN CURRENT DOSE","",NA,NA,NA,NA,NA,NA,0,0,NA
"GROUP A STREP SCREEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"UGI W KUB","",NA,NA,NA,NA,NA,NA,0,0,NA
"URINE CULTURE OHSU","",NA,NA,NA,NA,NA,NA,0,0,NA
"INJ MYELOGRAPHY FOR C1 OR C2","",NA,NA,NA,NA,NA,NA,0,0,NA
"ORGANIC BASE SCREEN, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"PAIN MGMT PT PROG NOTE","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM CARD DTRM CENTRL HEMODYN","",NA,NA,NA,NA,NA,NA,0,0,NA
"BLOOD CULTURE OHSU","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB AORTA DUPLEX (AAA, OTHER) COMPLETE","",NA,NA,NA,NA,NA,NA,0,0,NA
"BK VIRUS QUANT","copies/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"OVALOCYTES","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT NECK W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"MICRO SUMMARY COMMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US FNA AXILLA LT COMBO","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT SINUS (AXIAL & CORONAL) WO","",NA,NA,NA,NA,NA,NA,0,0,NA
"ED BG POC TEMP","",NA,NA,NA,NA,NA,NA,0,0,NA
"RPR, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA PERC PLACE LOCALIZATN CLIP","",NA,NA,NA,NA,NA,NA,0,0,NA
"SOURCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BRAIN W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"RED CELL COMMENTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"DNA REPORT","",NA,NA,NA,NA,NA,NA,0,0,NA
"SM AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE CERVICAL 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"GRAM SMEAR","",NA,NA,NA,NA,NA,NA,0,0,NA
"GLUCOSE, UA","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PREG FETAL AGE FOLLOW UP","",NA,NA,NA,NA,NA,NA,0,0,NA
"DIFF COMMENTS","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA DIG MAMMO DIAG LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT BIOPSY LUNG ORGAN W/NEEDLE PLCMT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"LEFLUNOMIDE AS METABOLITE, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"METHADONE, URINE POC","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERPRET DNA","",NA,NA,NA,NA,NA,NA,0,0,NA
"BARBITURATES, URINE(UDN)","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT PELVIS WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VENOUS DUPLEX LOWER EXTREMITY LTD BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST & LIVER W CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTI-SMOOTH MUSCLE, SERUM","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT HEAD W CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"X-RAY PORT ABD 2 VWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPECIMEN SOURCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"APTT INHIB SCRN","",NA,NA,NA,NA,NA,NA,0,0,NA
"TEST NAME","",NA,NA,NA,NA,NA,NA,0,0,NA
"EYE DETEC FB BI","",NA,NA,NA,NA,NA,NA,0,0,NA
"RACE","",NA,NA,NA,NA,NA,NA,0,0,NA
"A. CLAVATUS","Lines/Intensity",NA,NA,NA,NA,NA,NA,0,0,NA
"FOOT 2 VIEWS RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PEAK/TROUGH","",NA,NA,NA,NA,NA,NA,0,0,NA
"VRE BY PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"CTA CORONARY W QUANT ANLY","",NA,NA,NA,NA,NA,NA,0,0,NA
"ESOPHAGUS W/BARIUM/FOOD/PHONAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRI SPINE TOTAL WWO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"VORICONAZOLE MIC","ug/mL",NA,NA,NA,NA,NA,NA,0,0,NA
"SOURCE (URINALYSIS)","",NA,NA,NA,NA,NA,NA,0,0,NA
"IDH1 & IDH2 MUTATION ANALYSIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"N. GONORRHOEAE","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA DIG MAMMO DIAGNOSTC BILAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"RADIOLOGY REPORT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA TOMO DIAGNOSTIC BILAT W/CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CULTURE RESULT , ROUTINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB VENOUS DUPLEX UPPER EXTREMITY LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MEDICATIONS","",NA,NA,NA,NA,NA,NA,0,0,NA
"US ABDOMEN W/ PARACENTESIS INITIAL & GUIDANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"US AXILLA LEFT SOFT TISSUE","",NA,NA,NA,NA,NA,NA,0,0,NA
"PET MELANOMA RESTAGE ATTEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"OXYCODONE SCREEN, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"US PELVIS LMT","",NA,NA,NA,NA,NA,NA,0,0,NA
"FECAL WBC","",NA,NA,NA,NA,NA,NA,0,0,NA
"MAMMOGRAPHY, BILATERAL SCREEN","",NA,NA,NA,NA,NA,NA,0,0,NA
"BURR CELLS","",NA,NA,NA,NA,NA,NA,0,0,NA
"QUANTIFERON TB GOLD","",NA,NA,NA,NA,NA,NA,0,0,NA
"ABD LTD FEEDING TUBE EVAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA DIAGNOSTIC MAMMO LEFT W/CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"MOLECULAR ID","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE 4 VIEWS BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM LUNG PERFUSION & VENTILATN","",NA,NA,NA,NA,NA,NA,0,0,NA
"BBBD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT HEAD WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"FOOT 2 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR MRA BRAIN WO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"NEUTRAL FAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PATHOLOGY CONSULT - SLIDES","",NA,NA,NA,NA,NA,NA,0,0,NA
"JO-1 AB","",NA,NA,NA,NA,NA,NA,0,0,NA
"CANNABINOIDS, URINE(UDN)","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERP, AMINO ACID PLAS","",NA,NA,NA,NA,NA,NA,0,0,NA
"NORMAL RANGE","",NA,NA,NA,NA,NA,NA,0,0,NA
"SCHISTOCYTES","",NA,NA,NA,NA,NA,NA,0,0,NA
"PHENCYCLIDINE, URINE(UDN)","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT PELVIC SURVEY W/ PRIOR CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"FUNGUS SMEAR","",NA,NA,NA,NA,NA,NA,0,0,NA
"URINE ELECTROPHORESIS INTERP","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA MAMMOGRAPHY DIAG LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"COCAINE, URINE(UDN)","",NA,NA,NA,NA,NA,NA,0,0,NA
"TREATMENT DECISION DETAILS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CSF APPEARANCE","",NA,NA,NA,NA,NA,NA,0,0,NA
"FORM SIGNED BY","",NA,NA,NA,NA,NA,NA,0,0,NA
"XRAY PORTABLE CHEST PICC LINE CHECK","",NA,NA,NA,NA,NA,NA,0,0,NA
"AMPHETAMINE, URINE(UDN)","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA PORTABLE SURGERY SPECIMEN LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE, 3 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"OPIATE/OXY CONFIRM, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM MYOCARD PRF PLN SGL RST/ST","",NA,NA,NA,NA,NA,NA,0,0,NA
"FINAL SIGNATURE DNA","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM CARD STRESS TEST ECG ONLY","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANKLE, 2 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT BIOPSY BONE DEEP PERC W/NEEDLE PLCMT","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER LOWER EXT BILAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CATH PLACEMENT","",NA,NA,NA,NA,NA,NA,0,0,NA
"MRV HEAD WWO CONT","",NA,NA,NA,NA,NA,NA,0,0,NA
"BENZODIAZEPINES, URINE","",NA,NA,NA,NA,NA,NA,0,0,NA
"VISCERAL, 2 VESSELS","",NA,NA,NA,NA,NA,NA,0,0,NA
"VASC LAB PORTAL/HEPATIC DUPLEX","",NA,NA,NA,NA,NA,NA,0,0,NA
"CAMPYLOBACTER SPECIES","",NA,NA,NA,NA,NA,NA,0,0,NA
"CSF COLOR","",NA,NA,NA,NA,NA,NA,0,0,NA
"MAMMOGRAPHY, BILATERAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"US DOPPLER LOWER EXT RT","",NA,NA,NA,NA,NA,NA,0,0,NA
"CROSSMATCH ANALYSIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"US FNA AXILLA RT COMBO","",NA,NA,NA,NA,NA,NA,0,0,NA
"CRYPTO AG, CSF","",NA,NA,NA,NA,NA,NA,0,0,NA
"KNEE 3 VIEWS LEFT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PHARYNGL & SPEECH EVAL W VDEO","",NA,NA,NA,NA,NA,NA,0,0,NA
"INTERPRETATION (EBV)","",NA,NA,NA,NA,NA,NA,0,0,NA
"FISTULOGRAM, DIALYSIS","",NA,NA,NA,NA,NA,NA,0,0,NA
"IMMUNE HISTORY (HIV)","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA MAMMOGRPHY DIAGNOSTC BILAT","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPINE, CERVICAL, 3 VIEWS","",NA,NA,NA,NA,NA,NA,0,0,NA
"INFLUENZA A SUBTYPE H1PCR","",NA,NA,NA,NA,NA,NA,0,0,NA
"NM ISOTOPE ADMI","",NA,NA,NA,NA,NA,NA,0,0,NA
"HOLTER CONCLUSION","",NA,NA,NA,NA,NA,NA,0,0,NA
"MR BRAIN WWO TUMOR FOLLOW WITH PERFUSION","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA SCREENING MAMMO CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CALLED TO","",NA,NA,NA,NA,NA,NA,0,0,NA
"US BREAST RIGHT","",NA,NA,NA,NA,NA,NA,0,0,NA
"PROTEIN, UA","",NA,NA,NA,NA,NA,NA,0,0,NA
"US TRANSVAGINAL","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT SPINE TOTAL WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"ANTIBODY IDENTIFICATION, BLOOD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT LUMBAR SPINE WO CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"SPECIMEN TYPE SUBMITTED","",NA,NA,NA,NA,NA,NA,0,0,NA
"MA DIAGNOSTIC MAMMO BILAT W/CAD","",NA,NA,NA,NA,NA,NA,0,0,NA
"CT CHEST W/PRIOR CONTRAST","",NA,NA,NA,NA,NA,NA,0,0,NA
"FOOTER FOR DNA (EBV)","",NA,NA,NA,NA,NA,NA,0,0,NA
